employee_number,age,department,job_role,job_level,business_travel,overtime,marital_status,gender,monthly_income,years_at_company,tenure_band,income_quartile,job_satisfaction_label,attrition_flag,replacement_cost,replacement_cost_pct_salary
1263,48,Engineering,Engineering Director,5,Travel_Rarely,false,Single,Male,18265.0,1,0-1 yr,Q4 (highest),4 Very High,0,193609.0,0.8833333333333333
1264,29,Engineering,Engineering Director,4,Travel_Rarely,false,Divorced,Female,16124.0,7,7-10 yrs,Q4 (highest),4 Very High,0,154790.4,0.7999999999999999
1265,34,Engineering,Software Engineer,1,Travel_Rarely,false,Married,Female,2585.0,1,0-1 yr,Q1 (lowest),3 High,0,17061.0,0.55
1267,44,Sales,Manager,5,Travel_Rarely,false,Married,Male,18213.0,22,10+ yrs,Q4 (highest),2 Medium,0,193057.8,0.8833333333333333
1268,33,Sales,Sales Executive,3,Travel_Rarely,true,Divorced,Male,8380.0,9,7-10 yrs,Q4 (highest),3 High,0,67878.0,0.675
1269,19,Engineering,Software Engineer,1,Travel_Rarely,true,Single,Female,2994.0,1,0-1 yr,Q2,4 Very High,0,19760.4,0.55
1270,23,Engineering,Software Engineer,1,Travel_Rarely,false,Married,Male,1223.0,1,0-1 yr,Q1 (lowest),3 High,0,8071.8,0.55
1273,25,Sales,Sales Representative,1,Travel_Frequently,true,Single,Male,1118.0,1,0-1 yr,Q1 (lowest),4 Very High,1,7378.8,0.55
1275,26,Engineering,Software Engineer,1,Travel_Rarely,true,Single,Male,2875.0,8,7-10 yrs,Q1 (lowest),4 Very High,0,18975.0,0.55
1277,45,Sales,Manager,5,Travel_Rarely,true,Single,Female,18824.0,24,10+ yrs,Q4 (highest),2 Medium,1,199534.40000000002,0.8833333333333334
1278,55,Engineering,Solutions Consultant,4,Non-Travel,true,Divorced,Male,13577.0,33,10+ yrs,Q4 (highest),2 Medium,0,130339.20000000001,0.8
1279,21,Engineering,QA / Support Engineer,1,Travel_Frequently,false,Single,Female,2625.0,2,2-3 yrs,Q1 (lowest),3 High,1,17325.0,0.55
1280,46,Sales,Manager,5,Travel_Rarely,false,Married,Female,18789.0,11,10+ yrs,Q4 (highest),2 Medium,0,199163.40000000002,0.8833333333333334
1281,34,Sales,Sales Executive,2,Travel_Rarely,true,Single,Female,4538.0,3,2-3 yrs,Q2,1 Low,0,32219.800000000003,0.5916666666666667
1282,51,Sales,Manager,5,Travel_Frequently,true,Divorced,Male,19847.0,29,10+ yrs,Q4 (highest),2 Medium,0,210378.2,0.8833333333333334
1283,59,Engineering,Platform / DevOps Lead,3,Travel_Rarely,false,Single,Male,10512.0,9,7-10 yrs,Q4 (highest),4 Very High,0,85147.20000000001,0.675
1285,34,Engineering,QA / Support Engineer,2,Travel_Frequently,false,Divorced,Female,4444.0,11,10+ yrs,Q2,2 Medium,0,31552.4,0.5916666666666667
1286,28,Engineering,QA / Support Engineer,1,Travel_Frequently,true,Single,Male,2154.0,4,4-6 yrs,Q1 (lowest),3 High,0,14216.400000000001,0.55
1288,44,Engineering,Manager,5,Travel_Rarely,false,Divorced,Male,19190.0,25,10+ yrs,Q4 (highest),1 Low,0,203414.0,0.8833333333333333
1289,34,Human Resources,Human Resources,2,Travel_Frequently,false,Married,Male,4490.0,10,7-10 yrs,Q2,2 Medium,0,31879.0,0.5916666666666667
1291,35,Engineering,Software Engineer,1,Travel_Rarely,true,Married,Male,3506.0,3,2-3 yrs,Q2,3 High,0,23139.6,0.5499999999999999
1292,42,Engineering,Software Engineer,2,Travel_Rarely,true,Married,Female,2372.0,1,0-1 yr,Q1 (lowest),2 Medium,0,16841.2,0.5916666666666667
1293,43,Sales,Sales Executive,3,Travel_Rarely,false,Single,Female,10231.0,21,10+ yrs,Q4 (highest),4 Very High,0,82871.1,0.675
1294,36,Engineering,Platform / DevOps Lead,2,Travel_Rarely,true,Single,Female,5410.0,16,10+ yrs,Q3,2 Medium,0,38411.0,0.5916666666666667
1295,44,Engineering,Solutions Consultant,3,Travel_Rarely,false,Married,Female,7978.0,10,7-10 yrs,Q3,4 Very High,1,64621.8,0.675
1296,28,Engineering,QA / Support Engineer,1,Travel_Frequently,true,Married,Male,3867.0,2,2-3 yrs,Q2,4 Very High,0,25522.2,0.55
1297,51,Engineering,QA / Support Engineer,1,Travel_Frequently,false,Single,Female,2838.0,7,7-10 yrs,Q1 (lowest),3 High,0,18730.800000000003,0.55
1298,30,Engineering,Platform / DevOps Lead,2,Non-Travel,true,Single,Female,4695.0,8,7-10 yrs,Q2,3 High,0,33334.5,0.5916666666666667
1299,29,Engineering,QA / Support Engineer,1,Travel_Rarely,true,Divorced,Female,3339.0,7,7-10 yrs,Q2,3 High,1,22037.4,0.55
1301,28,Engineering,Software Engineer,1,Travel_Rarely,false,Single,Male,2080.0,3,2-3 yrs,Q1 (lowest),1 Low,0,13728.0,0.55
1303,25,Engineering,Software Engineer,1,Travel_Rarely,false,Single,Female,2096.0,2,2-3 yrs,Q1 (lowest),2 Medium,0,13833.6,0.55
1304,32,Sales,Sales Executive,2,Travel_Rarely,false,Married,Male,6209.0,10,7-10 yrs,Q3,4 Very High,0,44083.9,0.5916666666666667
1306,45,Engineering,Manager,5,Travel_Frequently,false,Single,Female,18061.0,0,0-1 yr,Q4 (highest),2 Medium,0,191446.6,0.8833333333333334
1307,39,Engineering,Manager,4,Travel_Rarely,true,Divorced,Female,17123.0,19,10+ yrs,Q4 (highest),2 Medium,0,164380.8,0.7999999999999999
1308,58,Engineering,Software Engineer,1,Travel_Rarely,false,Divorced,Male,2372.0,2,2-3 yrs,Q1 (lowest),3 High,0,15655.2,0.55
1309,32,Engineering,QA / Support Engineer,2,Travel_Rarely,false,Married,Male,4883.0,10,7-10 yrs,Q2,3 High,1,34669.3,0.5916666666666667
1310,39,Engineering,Software Engineer,1,Travel_Rarely,false,Single,Male,3904.0,5,4-6 yrs,Q2,1 Low,1,25766.4,0.55
1311,30,Engineering,QA / Support Engineer,2,Travel_Rarely,false,Married,Female,4627.0,9,7-10 yrs,Q2,4 Very High,0,32851.7,0.5916666666666666
1312,36,Engineering,Solutions Consultant,3,Travel_Rarely,false,Married,Female,7094.0,7,7-10 yrs,Q3,3 High,0,57461.4,0.675
1314,46,Human Resources,Human Resources,1,Travel_Rarely,false,Single,Female,3423.0,7,7-10 yrs,Q2,1 Low,0,22591.800000000003,0.55
1315,28,Engineering,QA / Support Engineer,2,Non-Travel,false,Married,Female,6674.0,9,7-10 yrs,Q3,4 Very High,0,47385.4,0.5916666666666667
1317,50,Engineering,Engineering Director,4,Travel_Rarely,true,Married,Female,16880.0,3,2-3 yrs,Q4 (highest),1 Low,0,162048.0,0.8
1318,40,Sales,Sales Executive,3,Travel_Rarely,true,Single,Male,9094.0,5,4-6 yrs,Q4 (highest),2 Medium,1,73661.4,0.6749999999999999
1319,52,Sales,Sales Executive,3,Travel_Rarely,true,Single,Male,8446.0,8,7-10 yrs,Q4 (highest),2 Medium,1,68412.6,0.675
1321,30,Engineering,Manager,3,Travel_Rarely,true,Married,Female,11916.0,9,7-10 yrs,Q4 (highest),1 Low,0,96519.6,0.675
1322,39,Engineering,Platform / DevOps Lead,2,Travel_Rarely,false,Single,Male,4534.0,8,7-10 yrs,Q2,3 High,0,32191.4,0.5916666666666667
1324,31,Sales,Sales Executive,3,Non-Travel,true,Divorced,Female,9852.0,10,7-10 yrs,Q4 (highest),3 High,0,79801.20000000001,0.675
1329,41,Sales,Sales Executive,2,Non-Travel,false,Single,Male,6151.0,19,10+ yrs,Q3,2 Medium,0,43672.100000000006,0.5916666666666668
1331,31,Sales,Sales Representative,1,Travel_Frequently,true,Single,Female,2302.0,3,2-3 yrs,Q1 (lowest),2 Medium,1,15193.2,0.55
1333,44,Engineering,QA / Support Engineer,1,Travel_Rarely,false,Married,Male,2362.0,3,2-3 yrs,Q1 (lowest),1 Low,1,15589.2,0.55
1334,42,Engineering,Manager,4,Non-Travel,true,Married,Male,17861.0,20,10+ yrs,Q4 (highest),3 High,0,171465.6,0.8
1336,55,Engineering,Manager,5,Travel_Rarely,false,Married,Female,19187.0,19,10+ yrs,Q4 (highest),3 High,0,203382.2,0.8833333333333334
1338,56,Human Resources,Manager,5,Travel_Rarely,false,Single,Male,19717.0,7,7-10 yrs,Q4 (highest),2 Medium,0,209000.2,0.8833333333333334
1340,40,Engineering,Software Engineer,1,Non-Travel,false,Divorced,Male,3544.0,4,4-6 yrs,Q2,3 High,0,23390.4,0.55
1344,34,Engineering,Solutions Consultant,3,Travel_Rarely,false,Divorced,Male,8500.0,9,7-10 yrs,Q4 (highest),4 Very High,0,68850.0,0.675
1346,40,Engineering,Software Engineer,2,Travel_Rarely,false,Single,Male,4661.0,9,7-10 yrs,Q2,4 Very High,0,33093.100000000006,0.5916666666666668
1349,41,Sales,Sales Executive,2,Travel_Frequently,false,Divorced,Female,4103.0,9,7-10 yrs,Q2,1 Low,0,29131.300000000003,0.5916666666666667
1350,35,Engineering,Software Engineer,2,Travel_Frequently,true,Single,Male,4249.0,9,7-10 yrs,Q2,3 High,0,30167.9,0.5916666666666667
1352,51,Human Resources,Manager,4,Travel_Rarely,true,Divorced,Male,14026.0,33,10+ yrs,Q4 (highest),2 Medium,0,134649.6,0.8
1355,38,Sales,Sales Executive,2,Travel_Rarely,false,Divorced,Female,6893.0,7,7-10 yrs,Q3,1 Low,0,48940.3,0.5916666666666667
1356,34,Sales,Sales Executive,2,Travel_Rarely,false,Single,Female,6125.0,10,7-10 yrs,Q3,1 Low,0,43487.5,0.5916666666666667
1358,25,Engineering,QA / Support Engineer,1,Travel_Rarely,false,Married,Male,3669.0,3,2-3 yrs,Q2,4 Very High,0,24215.4,0.55
1360,58,Engineering,Platform / DevOps Lead,3,Travel_Rarely,true,Married,Female,10008.0,10,7-10 yrs,Q4 (highest),1 Low,1,81064.8,0.675
1361,40,Engineering,QA / Support Engineer,1,Travel_Rarely,false,Married,Male,2387.0,4,4-6 yrs,Q1 (lowest),2 Medium,0,15754.2,0.55
1362,36,Sales,Sales Executive,2,Travel_Frequently,false,Married,Female,4639.0,15,10+ yrs,Q2,1 Low,0,32936.9,0.5916666666666667
1363,48,Engineering,Platform / DevOps Lead,3,Travel_Rarely,false,Single,Male,7898.0,10,7-10 yrs,Q3,4 Very High,0,63973.8,0.675
1364,27,Sales,Sales Representative,1,Travel_Rarely,false,Married,Female,2534.0,1,0-1 yr,Q1 (lowest),4 Very High,0,16724.4,0.55
1367,51,Engineering,Platform / DevOps Lead,4,Travel_Rarely,false,Single,Female,13142.0,5,4-6 yrs,Q4 (highest),2 Medium,0,126163.20000000001,0.8
1368,18,Engineering,QA / Support Engineer,1,Non-Travel,false,Single,Female,1611.0,0,0-1 yr,Q1 (lowest),4 Very High,0,10632.6,0.55
1369,35,Engineering,QA / Support Engineer,2,Travel_Rarely,false,Married,Female,5363.0,9,7-10 yrs,Q3,4 Very High,0,38077.3,0.5916666666666667
1371,27,Sales,Sales Executive,2,Travel_Frequently,false,Single,Male,5071.0,6,4-6 yrs,Q3,4 Very High,0,36004.100000000006,0.5916666666666668
1372,55,Sales,Sales Executive,4,Travel_Rarely,true,Single,Male,13695.0,19,10+ yrs,Q4 (highest),3 High,1,131472.0,0.8
1373,56,Engineering,Platform / DevOps Lead,4,Travel_Rarely,true,Married,Male,13402.0,19,10+ yrs,Q4 (highest),2 Medium,0,128659.20000000001,0.8
1374,34,Engineering,Software Engineer,1,Non-Travel,false,Divorced,Female,2029.0,5,4-6 yrs,Q1 (lowest),3 High,0,13391.400000000001,0.55
1375,40,Engineering,Solutions Consultant,2,Travel_Rarely,false,Divorced,Female,6377.0,12,10+ yrs,Q3,3 High,0,45276.7,0.5916666666666667
1377,34,Engineering,QA / Support Engineer,2,Travel_Rarely,false,Married,Male,5429.0,8,7-10 yrs,Q3,3 High,0,38545.9,0.5916666666666667
1379,31,Sales,Sales Representative,1,Travel_Frequently,false,Single,Female,2785.0,1,0-1 yr,Q1 (lowest),4 Very High,1,18381.0,0.55
1380,35,Sales,Sales Executive,2,Travel_Frequently,true,Married,Female,4614.0,4,4-6 yrs,Q2,3 High,1,32759.4,0.5916666666666667
1382,38,Engineering,Software Engineer,1,Travel_Frequently,false,Divorced,Male,2610.0,4,4-6 yrs,Q1 (lowest),3 High,0,17226.0,0.55
1383,34,Engineering,Solutions Consultant,2,Travel_Rarely,false,Single,Female,6687.0,14,10+ yrs,Q3,4 Very High,0,47477.7,0.5916666666666667
1387,28,Sales,Sales Executive,2,Travel_Rarely,false,Married,Male,4724.0,5,4-6 yrs,Q2,1 Low,0,33540.4,0.5916666666666667
1389,31,Engineering,Platform / DevOps Lead,2,Travel_Rarely,true,Married,Male,6179.0,10,7-10 yrs,Q3,3 High,1,43870.9,0.5916666666666667
1390,39,Sales,Sales Executive,2,Travel_Rarely,true,Married,Male,6120.0,5,4-6 yrs,Q3,4 Very High,0,43452.0,0.5916666666666667
1391,51,Sales,Sales Executive,3,Travel_Frequently,false,Married,Male,10596.0,4,4-6 yrs,Q4 (highest),2 Medium,0,85827.6,0.675
1392,41,Engineering,Software Engineer,2,Travel_Frequently,true,Divorced,Female,5467.0,6,4-6 yrs,Q3,4 Very High,0,38815.7,0.5916666666666667
1394,37,Engineering,Software Engineer,1,Travel_Rarely,true,Married,Male,2996.0,6,4-6 yrs,Q2,3 High,0,19773.6,0.5499999999999999
1395,33,Sales,Sales Executive,2,Travel_Frequently,false,Married,Male,9998.0,5,4-6 yrs,Q4 (highest),4 Very High,0,70985.8,0.5916666666666667
1396,32,Sales,Sales Executive,2,Travel_Rarely,true,Married,Male,4078.0,3,2-3 yrs,Q2,2 Medium,0,28953.800000000003,0.5916666666666667
1397,39,Engineering,Solutions Consultant,3,Non-Travel,false,Married,Male,10920.0,6,4-6 yrs,Q4 (highest),3 High,0,88452.0,0.675
1399,25,Sales,Sales Executive,2,Travel_Rarely,false,Married,Male,6232.0,3,2-3 yrs,Q3,3 High,0,44247.2,0.5916666666666667
1401,52,Engineering,Platform / DevOps Lead,4,Travel_Frequently,true,Married,Female,13247.0,5,4-6 yrs,Q4 (highest),3 High,0,127171.20000000001,0.8
1402,43,Engineering,Software Engineer,2,Travel_Rarely,true,Single,Female,4081.0,20,10+ yrs,Q2,3 High,0,28975.1,0.5916666666666667
1403,27,Sales,Sales Executive,2,Travel_Rarely,true,Married,Female,5769.0,6,4-6 yrs,Q3,4 Very High,0,40959.9,0.5916666666666667
1405,27,Engineering,Software Engineer,1,Travel_Rarely,true,Single,Female,2394.0,8,7-10 yrs,Q1 (lowest),3 High,1,15800.400000000001,0.55
1407,26,Engineering,Software Engineer,1,Travel_Rarely,false,Single,Male,3904.0,4,4-6 yrs,Q2,4 Very High,0,25766.4,0.55
1408,42,Human Resources,Manager,4,Travel_Rarely,false,Married,Female,16799.0,20,10+ yrs,Q4 (highest),1 Low,0,161270.40000000002,0.8000000000000002
1409,52,Engineering,QA / Support Engineer,1,Travel_Rarely,false,Married,Female,2950.0,5,4-6 yrs,Q2,1 Low,0,19470.0,0.55
1411,37,Engineering,QA / Support Engineer,1,Travel_Rarely,false,Single,Female,3629.0,3,2-3 yrs,Q2,3 High,0,23951.4,0.55
1412,35,Engineering,Platform / DevOps Lead,3,Travel_Frequently,false,Single,Male,9362.0,2,2-3 yrs,Q4 (highest),4 Very High,0,75832.20000000001,0.6750000000000002
1415,25,Engineering,QA / Support Engineer,1,Travel_Rarely,false,Married,Male,3229.0,3,2-3 yrs,Q2,4 Very High,0,21311.4,0.55
1417,26,Engineering,QA / Support Engineer,1,Travel_Rarely,false,Single,Male,3578.0,7,7-10 yrs,Q2,1 Low,0,23614.800000000003,0.55
1419,29,Human Resources,Human Resources,3,Travel_Rarely,false,Single,Male,7988.0,10,7-10 yrs,Q3,1 Low,0,64702.8,0.675
1420,49,Engineering,QA / Support Engineer,2,Travel_Frequently,false,Single,Male,4284.0,4,4-6 yrs,Q2,1 Low,1,30416.4,0.5916666666666667
1421,29,Engineering,Solutions Consultant,3,Travel_Frequently,true,Single,Female,7553.0,8,7-10 yrs,Q3,4 Very High,1,61179.3,0.675
1422,54,Engineering,Engineering Director,4,Travel_Rarely,false,Single,Female,17328.0,20,10+ yrs,Q4 (highest),4 Very High,0,166348.8,0.7999999999999999
1423,58,Engineering,Engineering Director,5,Travel_Rarely,true,Married,Female,19701.0,9,7-10 yrs,Q4 (highest),1 Low,0,208830.6,0.8833333333333333
1424,55,Engineering,Engineering Director,4,Travel_Rarely,false,Divorced,Male,14732.0,7,7-10 yrs,Q4 (highest),4 Very High,0,141427.2,0.8
1425,36,Sales,Sales Executive,2,Travel_Rarely,true,Single,Female,9278.0,5,4-6 yrs,Q4 (highest),2 Medium,0,65873.8,0.5916666666666667
1427,31,Sales,Sales Representative,1,Travel_Frequently,false,Single,Female,1359.0,1,0-1 yr,Q1 (lowest),3 High,1,8969.400000000001,0.55
1428,30,Sales,Sales Executive,2,Travel_Rarely,false,Divorced,Female,4779.0,3,2-3 yrs,Q2,1 Low,0,33930.9,0.5916666666666667
1430,31,Engineering,Engineering Director,4,Travel_Rarely,false,Single,Female,16422.0,3,2-3 yrs,Q4 (highest),2 Medium,0,157651.2,0.8
1431,34,Engineering,Software Engineer,1,Travel_Frequently,false,Divorced,Male,2996.0,4,4-6 yrs,Q2,1 Low,0,19773.6,0.5499999999999999
1433,31,Engineering,Software Engineer,1,Travel_Rarely,false,Single,Female,1261.0,1,0-1 yr,Q1 (lowest),2 Medium,1,8322.6,0.55
1434,27,Engineering,QA / Support Engineer,1,Travel_Rarely,false,Married,Male,2099.0,5,4-6 yrs,Q1 (lowest),1 Low,0,13853.400000000001,0.55
1435,36,Engineering,QA / Support Engineer,2,Travel_Rarely,false,Single,Male,5810.0,10,7-10 yrs,Q3,4 Very High,0,41251.0,0.5916666666666667
1436,36,Sales,Sales Executive,2,Travel_Rarely,false,Married,Female,5647.0,3,2-3 yrs,Q3,1 Low,0,40093.7,0.5916666666666667
1438,47,Engineering,Software Engineer,1,Travel_Rarely,false,Married,Male,3420.0,6,4-6 yrs,Q2,4 Very High,0,22572.0,0.55
1439,25,Sales,Sales Representative,1,Travel_Rarely,false,Married,Male,4400.0,3,2-3 yrs,Q2,1 Low,1,29040.0,0.55
1440,37,Engineering,QA / Support Engineer,1,Non-Travel,false,Single,Male,3500.0,6,4-6 yrs,Q2,3 High,0,23100.0,0.55
1441,56,Engineering,Software Engineer,1,Travel_Rarely,false,Married,Female,2066.0,3,2-3 yrs,Q1 (lowest),1 Low,0,13635.6,0.55
1443,47,Engineering,Engineering Director,4,Travel_Rarely,false,Married,Female,17169.0,20,10+ yrs,Q4 (highest),3 High,0,164822.40000000002,0.8000000000000002
1445,24,Sales,Sales Executive,2,Travel_Rarely,true,Married,Female,4162.0,5,4-6 yrs,Q2,3 High,0,29550.2,0.5916666666666667
1446,32,Sales,Sales Executive,2,Travel_Rarely,false,Married,Male,9204.0,4,4-6 yrs,Q4 (highest),4 Very High,0,65348.4,0.5916666666666667
1447,34,Engineering,QA / Support Engineer,1,Travel_Rarely,false,Married,Female,3294.0,5,4-6 yrs,Q2,2 Medium,0,21740.4,0.55
1448,41,Engineering,Software Engineer,1,Travel_Rarely,true,Married,Male,2127.0,4,4-6 yrs,Q1 (lowest),3 High,0,14038.2,0.55
1449,40,Engineering,QA / Support Engineer,2,Non-Travel,false,Divorced,Male,3975.0,8,7-10 yrs,Q2,3 High,0,28222.5,0.5916666666666667
1453,31,Sales,Sales Executive,3,Travel_Rarely,false,Divorced,Male,10793.0,13,10+ yrs,Q4 (highest),4 Very High,0,87423.3,0.675
1457,46,Sales,Sales Executive,3,Travel_Rarely,false,Divorced,Male,10096.0,7,7-10 yrs,Q4 (highest),4 Very High,1,81777.6,0.675
1458,39,Engineering,QA / Support Engineer,1,Non-Travel,true,Single,Female,3646.0,1,0-1 yr,Q2,1 Low,1,24063.6,0.5499999999999999
1459,31,Engineering,Platform / DevOps Lead,3,Travel_Frequently,false,Single,Female,7446.0,10,7-10 yrs,Q3,2 Medium,1,60312.600000000006,0.675
1460,45,Engineering,Solutions Consultant,3,Travel_Rarely,true,Divorced,Male,10851.0,7,7-10 yrs,Q4 (highest),1 Low,0,87893.1,0.675
1461,31,Human Resources,Human Resources,1,Travel_Rarely,false,Single,Female,2109.0,3,2-3 yrs,Q1 (lowest),2 Medium,0,13919.400000000001,0.55
1464,31,Engineering,QA / Support Engineer,1,Travel_Frequently,true,Married,Male,3722.0,2,2-3 yrs,Q2,4 Very High,1,24565.2,0.55
1465,45,Engineering,Platform / DevOps Lead,3,Travel_Rarely,true,Married,Male,9380.0,3,2-3 yrs,Q4 (highest),4 Very High,0,75978.0,0.675
1466,48,Sales,Sales Executive,2,Travel_Rarely,false,Divorced,Male,5486.0,2,2-3 yrs,Q3,1 Low,0,38950.600000000006,0.5916666666666668
1467,34,Human Resources,Human Resources,1,Travel_Rarely,false,Married,Female,2742.0,2,2-3 yrs,Q1 (lowest),3 High,1,18097.2,0.55
1468,40,Engineering,Engineering Director,3,Non-Travel,false,Divorced,Male,13757.0,9,7-10 yrs,Q4 (highest),2 Medium,0,111431.70000000001,0.675
1469,28,Sales,Sales Executive,2,Travel_Rarely,false,Single,Male,8463.0,5,4-6 yrs,Q4 (highest),1 Low,0,60087.3,0.5916666666666667
1471,44,Engineering,QA / Support Engineer,1,Non-Travel,false,Single,Male,3162.0,5,4-6 yrs,Q2,3 High,0,20869.2,0.55
1472,53,Engineering,Engineering Director,4,Travel_Rarely,false,Single,Male,16598.0,9,7-10 yrs,Q4 (highest),2 Medium,0,159340.8,0.7999999999999999
1473,49,Engineering,Solutions Consultant,2,Travel_Rarely,false,Married,Male,6651.0,3,2-3 yrs,Q3,3 High,0,47222.100000000006,0.5916666666666668
1474,40,Engineering,Software Engineer,1,Travel_Rarely,false,Divorced,Male,2345.0,3,2-3 yrs,Q1 (lowest),3 High,0,15477.0,0.55
1475,44,Engineering,Software Engineer,1,Travel_Rarely,false,Single,Male,3420.0,5,4-6 yrs,Q2,2 Medium,0,22572.0,0.55
1477,33,Sales,Sales Executive,2,Travel_Frequently,false,Married,Male,4373.0,4,4-6 yrs,Q2,1 Low,0,31048.300000000003,0.5916666666666667
1478,34,Sales,Sales Executive,2,Travel_Rarely,false,Single,Male,4759.0,13,10+ yrs,Q2,1 Low,0,33788.9,0.5916666666666667
1479,30,Sales,Sales Executive,2,Travel_Rarely,false,Married,Male,5301.0,2,2-3 yrs,Q3,3 High,0,37637.100000000006,0.5916666666666668
1480,42,Engineering,QA / Support Engineer,1,Travel_Frequently,false,Single,Female,3673.0,12,10+ yrs,Q2,4 Very High,0,24241.800000000003,0.55
1481,44,Sales,Sales Executive,2,Travel_Frequently,false,Married,Female,4768.0,1,0-1 yr,Q2,3 High,0,33852.8,0.5916666666666667
1482,30,Engineering,Software Engineer,1,Non-Travel,false,Divorced,Male,1274.0,1,0-1 yr,Q1 (lowest),3 High,0,8408.400000000001,0.55
1483,57,Engineering,Software Engineer,2,Travel_Rarely,false,Married,Male,4900.0,12,10+ yrs,Q2,3 High,0,34790.0,0.5916666666666667
1484,49,Engineering,Solutions Consultant,3,Travel_Rarely,false,Divorced,Male,10466.0,8,7-10 yrs,Q4 (highest),2 Medium,0,84774.6,0.675
1485,34,Engineering,Engineering Director,4,Travel_Frequently,false,Divorced,Male,17007.0,14,10+ yrs,Q4 (highest),1 Low,0,163267.2,0.8
1486,28,Sales,Sales Representative,1,Travel_Frequently,false,Married,Male,2909.0,3,2-3 yrs,Q1 (lowest),3 High,1,19199.4,0.55
1487,29,Sales,Sales Executive,2,Travel_Frequently,false,Single,Female,5765.0,5,4-6 yrs,Q3,2 Medium,1,40931.5,0.5916666666666667
1489,34,Sales,Sales Executive,2,Travel_Rarely,true,Single,Female,4599.0,15,10+ yrs,Q2,2 Medium,1,32652.9,0.5916666666666667
1492,35,Sales,Sales Representative,1,Travel_Rarely,false,Married,Male,2404.0,1,0-1 yr,Q1 (lowest),3 High,0,15866.400000000001,0.55
1494,24,Engineering,QA / Support Engineer,1,Travel_Frequently,true,Single,Male,3172.0,0,0-1 yr,Q2,1 Low,1,20935.2,0.55
1495,24,Sales,Sales Representative,1,Non-Travel,false,Married,Female,2033.0,1,0-1 yr,Q1 (lowest),2 Medium,0,13417.8,0.5499999999999999
1496,44,Engineering,Platform / DevOps Lead,3,Travel_Frequently,true,Single,Male,10209.0,2,2-3 yrs,Q4 (highest),3 High,0,82692.9,0.6749999999999999
1497,29,Sales,Sales Executive,2,Travel_Rarely,false,Divorced,Male,8620.0,10,7-10 yrs,Q4 (highest),3 High,0,61202.0,0.5916666666666667
1499,30,Human Resources,Human Resources,1,Travel_Rarely,false,Divorced,Male,2064.0,5,4-6 yrs,Q1 (lowest),3 High,0,13622.400000000001,0.55
1501,55,Engineering,Solutions Consultant,2,Travel_Rarely,true,Married,Male,4035.0,3,2-3 yrs,Q2,3 High,0,28648.5,0.5916666666666667
1502,33,Engineering,QA / Support Engineer,1,Travel_Rarely,false,Married,Female,3838.0,5,4-6 yrs,Q2,2 Medium,0,25330.800000000003,0.55
